cliente_key,customer_id,country
528,15674.0,United Kingdom
529,14679.0,United Kingdom
530,16253.0,United Kingdom
531,13557.0,United Kingdom
532,16204.0,United Kingdom
533,15633.0,United Kingdom
534,15203.0,United Kingdom
535,13136.0,United Kingdom
536,17188.0,United Kingdom
537,13455.0,United Kingdom
538,13114.0,United Kingdom
539,13768.0,United Kingdom
540,14291.0,United Kingdom
541,12712.0,Germany
542,14732.0,United Kingdom
543,13202.0,United Kingdom
544,16945.0,United Kingdom
545,12487.0,Sweden
546,13672.0,United Kingdom
547,17929.0,United Kingdom
548,16771.0,United Kingdom
549,16782.0,United Kingdom
550,18051.0,United Kingdom
551,16912.0,United Kingdom
552,12924.0,United Kingdom
553,15403.0,United Kingdom
554,14173.0,United Kingdom
555,14211.0,United Kingdom
556,14593.0,United Kingdom
557,16802.0,United Kingdom
558,14295.0,United Kingdom
559,15302.0,United Kingdom
560,16709.0,United Kingdom
561,17954.0,United Kingdom
562,13727.0,United Kingdom
563,15911.0,United Kingdom
564,14990.0,United Kingdom
565,16705.0,United Kingdom
566,13141.0,United Kingdom
567,12709.0,Germany
568,14171.0,United Kingdom
569,13983.0,United Kingdom
570,17296.0,United Kingdom
571,17631.0,United Kingdom
572,17449.0,United Kingdom
573,17184.0,United Kingdom
574,14107.0,United Kingdom
575,12917.0,United Kingdom
576,16755.0,United Kingdom
577,13825.0,United Kingdom
578,13770.0,United Kingdom
579,14505.0,United Kingdom
580,15441.0,United Kingdom
581,16933.0,United Kingdom
582,13426.0,United Kingdom
583,17043.0,United Kingdom
584,13498.0,United Kingdom
585,16186.0,United Kingdom
586,18065.0,United Kingdom
587,17880.0,United Kingdom
588,16029.0,United Kingdom
589,15077.0,United Kingdom
590,13728.0,United Kingdom
591,15209.0,United Kingdom
592,15841.0,United Kingdom
593,14134.0,United Kingdom
594,15465.0,United Kingdom
595,17603.0,United Kingdom
596,16143.0,United Kingdom
597,14942.0,United Kingdom
598,14293.0,United Kingdom
599,17861.0,United Kingdom
600,15039.0,United Kingdom
601,16843.0,United Kingdom
602,15858.0,United Kingdom
603,15085.0,United Kingdom
604,15642.0,United Kingdom
605,14099.0,United Kingdom
606,15854.0,United Kingdom
607,12978.0,United Kingdom
608,15889.0,United Kingdom
609,16748.0,United Kingdom
610,16459.0,United Kingdom
611,13091.0,United Kingdom
612,13173.0,United Kingdom
613,15805.0,United Kingdom
614,15912.0,United Kingdom
615,16596.0,United Kingdom
616,12989.0,United Kingdom
617,16985.0,United Kingdom
618,14648.0,United Kingdom
619,15573.0,United Kingdom
620,15367.0,United Kingdom
621,14895.0,United Kingdom
622,14062.0,United Kingdom
623,15157.0,United Kingdom
624,15623.0,United Kingdom
625,13831.0,United Kingdom
626,14626.0,United Kingdom
627,15032.0,United Kingdom
628,16670.0,United Kingdom
629,15882.0,United Kingdom
630,17032.0,United Kingdom
631,12979.0,United Arab Emirates
632,15738.0,United Kingdom
633,14043.0,United Kingdom
634,17675.0,United Kingdom
635,15916.0,United Kingdom
636,16901.0,United Kingdom
637,12933.0,United Kingdom
638,14507.0,United Kingdom
639,17696.0,United Kingdom
640,18276.0,United Kingdom
641,14030.0,United Kingdom
642,14081.0,United Kingdom
643,17351.0,United Kingdom
644,16798.0,United Kingdom
645,17512.0,United Kingdom
646,13542.0,United Kingdom
647,16905.0,United Kingdom
648,15494.0,United Kingdom
649,14702.0,United Kingdom
650,17165.0,United Kingdom
651,16293.0,United Kingdom
652,18172.0,United Kingdom
653,18268.0,United Kingdom
654,14122.0,United Kingdom
655,14519.0,United Kingdom
656,14191.0,United Kingdom
657,13077.0,United Kingdom
658,14643.0,United Kingdom
659,12957.0,United Kingdom
660,14577.0,United Kingdom
661,17409.0,United Kingdom
662,16470.0,United Kingdom
663,16191.0,United Kingdom
664,17344.0,United Kingdom
665,16365.0,United Kingdom
666,13418.0,United Kingdom
667,12854.0,United Kingdom
668,15197.0,United Kingdom
669,14298.0,United Kingdom
670,16952.0,United Kingdom
671,13415.0,United Kingdom
672,13668.0,United Kingdom
673,14790.0,United Kingdom
674,17487.0,United Kingdom
675,17958.0,United Kingdom
676,17754.0,United Kingdom
677,15898.0,United Kingdom
678,14130.0,United Kingdom
679,17860.0,United Kingdom
680,12664.0,Finland
681,16719.0,United Kingdom
682,16442.0,United Kingdom
683,13317.0,United Kingdom
684,15196.0,United Kingdom
685,15169.0,United Kingdom
686,14685.0,United Kingdom
687,15503.0,United Kingdom
688,13026.0,United Kingdom
689,15144.0,United Kingdom
690,12843.0,United Kingdom
691,14161.0,United Kingdom
692,17172.0,United Kingdom
693,16830.0,United Kingdom
694,16127.0,United Kingdom
695,17539.0,United Kingdom
696,15944.0,United Kingdom
697,17211.0,United Kingdom
698,14514.0,United Kingdom
699,17066.0,United Kingdom
700,15850.0,United Kingdom
701,17290.0,United Kingdom
702,13735.0,United Kingdom
703,12681.0,France
704,17802.0,United Kingdom
705,15628.0,United Kingdom
706,15446.0,United Kingdom
707,14525.0,United Kingdom
708,14751.0,United Kingdom
709,12683.0,France
710,13087.0,United Kingdom
711,15562.0,United Kingdom
712,17819.0,United Kingdom
713,16409.0,United Kingdom
714,14277.0,France
715,14466.0,United Kingdom
716,16725.0,United Kingdom
717,17799.0,United Kingdom
718,17910.0,United Kingdom
719,16551.0,United Kingdom
720,15577.0,United Kingdom
721,12346.0,United Kingdom
722,12439.0,Cyprus
723,13462.0,United Kingdom
724,13872.0,United Kingdom
725,13013.0,United Kingdom
726,14977.0,United Kingdom
727,12472.0,Germany
728,16769.0,United Kingdom
729,17075.0,United Kingdom
730,16190.0,United Kingdom
731,14032.0,United Kingdom
732,17825.0,United Kingdom
733,15329.0,United Kingdom
734,17908.0,United Kingdom
735,15534.0,United Kingdom
736,16327.0,United Kingdom
737,15920.0,United Kingdom
738,12613.0,Germany
739,17318.0,United Kingdom
740,17965.0,United Kingdom
741,14401.0,United Kingdom
742,15188.0,United Kingdom
743,16019.0,United Kingdom
744,12926.0,United Kingdom
745,17623.0,United Kingdom
746,15015.0,United Kingdom
747,14796.0,United Kingdom
748,14042.0,United Kingdom
749,15867.0,United Kingdom
750,16805.0,United Kingdom
751,16125.0,United Kingdom
752,16280.0,United Kingdom
753,12920.0,United Kingdom
754,17866.0,United Kingdom
755,13577.0,United Kingdom
756,16064.0,United Kingdom
757,17416.0,United Kingdom
758,15640.0,United Kingdom
759,12992.0,United Kingdom
760,15672.0,United Kingdom
761,13000.0,United Kingdom
762,17012.0,United Kingdom
763,16098.0,United Kingdom
764,16554.0,United Kingdom
765,13004.0,United Kingdom
766,17572.0,United Kingdom
767,13902.0,Denmark
768,17213.0,United Kingdom
769,17251.0,United Kingdom
770,14063.0,United Kingdom
771,16858.0,United Kingdom
772,17082.0,United Kingdom
773,18220.0,United Kingdom
774,17625.0,United Kingdom
775,17233.0,United Kingdom
776,17095.0,United Kingdom
777,16713.0,United Kingdom
778,15413.0,United Kingdom
779,12941.0,United Kingdom
780,17596.0,United Kingdom
781,15812.0,United Kingdom
782,14966.0,United Kingdom
783,15070.0,United Kingdom
784,18260.0,United Kingdom
785,16749.0,United Kingdom
786,13405.0,United Kingdom
787,17797.0,United Kingdom
788,13823.0,United Kingdom
789,15566.0,United Kingdom
790,13050.0,United Kingdom
791,13756.0,United Kingdom
792,17816.0,United Kingdom
793,15785.0,United Kingdom
794,15971.0,United Kingdom
795,14897.0,United Kingdom
796,15527.0,United Kingdom
797,17368.0,United Kingdom
798,15637.0,United Kingdom
799,15393.0,United Kingdom
800,18177.0,United Kingdom
801,13473.0,United Kingdom
802,12956.0,United Kingdom
803,13711.0,United Kingdom
804,15394.0,United Kingdom
805,14460.0,United Kingdom
806,14769.0,United Kingdom
807,15312.0,United Kingdom
808,17646.0,United Kingdom
809,13952.0,United Kingdom
810,15713.0,United Kingdom
811,16366.0,United Kingdom
812,18286.0,United Kingdom
813,17677.0,United Kingdom
814,13047.0,United Kingdom
815,14869.0,United Kingdom
816,16197.0,United Kingdom
817,13074.0,United Kingdom
818,13289.0,United Kingdom
819,16119.0,United Kingdom
820,13769.0,United Kingdom
821,15184.0,United Kingdom
822,15499.0,United Kingdom
823,12586.0,Italy
824,18012.0,United Kingdom
825,13403.0,United Kingdom
826,14625.0,United Kingdom
827,17833.0,United Kingdom
828,15222.0,United Kingdom
829,13178.0,United Kingdom
830,14415.0,United Kingdom
831,16195.0,United Kingdom
832,17776.0,United Kingdom
833,16569.0,United Kingdom
834,17469.0,United Kingdom
835,14055.0,United Kingdom
836,17873.0,United Kingdom
837,15044.0,United Kingdom
838,14329.0,United Kingdom
839,17091.0,United Kingdom
840,16694.0,United Kingdom
841,15055.0,United Kingdom
842,18144.0,United Kingdom
843,13008.0,United Kingdom
844,13941.0,United Kingdom
845,14092.0,United Kingdom
846,12867.0,United Kingdom
847,16742.0,United Kingdom
848,15498.0,United Kingdom
849,17402.0,United Kingdom
850,18201.0,United Kingdom
851,13225.0,United Kingdom
852,17662.0,United Kingdom
853,15863.0,United Kingdom
854,18186.0,United Kingdom
855,13875.0,United Kingdom
856,13266.0,United Kingdom
857,14484.0,United Kingdom
858,18097.0,United Kingdom
859,13520.0,Switzerland
860,15862.0,United Kingdom
861,17612.0,United Kingdom
862,14422.0,United Kingdom
863,18006.0,United Kingdom
864,14095.0,United Kingdom
865,16908.0,United Kingdom
866,13427.0,United Kingdom
867,17103.0,United Kingdom
868,13203.0,United Kingdom
869,16439.0,United Kingdom
870,15270.0,United Kingdom
871,16150.0,United Kingdom
872,16661.0,United Kingdom
873,17400.0,United Kingdom
874,17526.0,United Kingdom
875,13039.0,United Kingdom
876,15428.0,United Kingdom
877,16720.0,United Kingdom
878,15879.0,United Kingdom
879,12708.0,Germany
880,12826.0,United Kingdom
881,16772.0,United Kingdom
882,17927.0,United Kingdom
883,14083.0,United Kingdom
884,14555.0,United Kingdom
885,16296.0,United Kingdom
886,18036.0,United Kingdom
887,13921.0,United Kingdom
888,18037.0,United Kingdom
889,12455.0,Cyprus
890,13995.0,United Kingdom
891,12422.0,Australia
892,16600.0,United Kingdom
893,17028.0,United Kingdom
894,16222.0,United Kingdom
895,15497.0,United Kingdom
896,14949.0,United Kingdom
897,17324.0,United Kingdom
898,15409.0,United Kingdom
899,13327.0,United Kingdom
900,13781.0,United Kingdom
901,16592.0,United Kingdom
902,18252.0,United Kingdom
903,14105.0,United Kingdom
904,13847.0,United Kingdom
905,15518.0,United Kingdom
906,17624.0,United Kingdom
907,13871.0,United Kingdom
908,12609.0,Germany
909,14404.0,United Kingdom
910,13111.0,United Kingdom
911,16282.0,United Kingdom
912,13510.0,United Kingdom
913,14119.0,United Kingdom
914,17182.0,United Kingdom
915,14819.0,United Kingdom
916,14480.0,United Kingdom
917,17888.0,United Kingdom
918,18251.0,United Kingdom
919,12440.0,Austria
920,18190.0,United Kingdom
921,13082.0,United Kingdom
922,15064.0,United Kingdom
923,14151.0,United Kingdom
924,12539.0,Spain
925,13287.0,United Kingdom
926,13821.0,United Kingdom
927,16792.0,United Kingdom
928,17807.0,United Kingdom
929,14839.0,United Kingdom
930,17950.0,United Kingdom
931,16875.0,United Kingdom
932,13901.0,United Kingdom
933,14198.0,United Kingdom
934,15521.0,United Kingdom
935,18171.0,United Kingdom
936,16017.0,United Kingdom
937,13253.0,United Kingdom
938,13338.0,United Kingdom
939,14969.0,United Kingdom
940,15865.0,United Kingdom
941,13610.0,United Kingdom
942,13965.0,United Kingdom
943,14954.0,United Kingdom
944,14210.0,United Kingdom
945,17362.0,United Kingdom
946,14194.0,United Kingdom
947,17753.0,United Kingdom
948,18094.0,United Kingdom
949,17404.0,Sweden
950,14541.0,United Kingdom
951,15266.0,United Kingdom
952,16641.0,United Kingdom
953,16862.0,United Kingdom
954,16888.0,United Kingdom
955,15874.0,United Kingdom
956,15100.0,United Kingdom
957,15324.0,United Kingdom
958,14465.0,United Kingdom
959,15152.0,United Kingdom
960,12678.0,France
961,16057.0,United Kingdom
962,12648.0,Germany
963,15586.0,United Kingdom
964,13360.0,United Kingdom
965,15827.0,United Kingdom
966,13854.0,United Kingdom
967,16103.0,United Kingdom
968,15607.0,United Kingdom
969,16027.0,United Kingdom
970,14327.0,United Kingdom
971,18170.0,United Kingdom
972,14016.0,Eire
973,13044.0,United Kingdom
974,14573.0,United Kingdom
975,13259.0,United Kingdom
976,16109.0,United Kingdom
977,16787.0,United Kingdom
978,14849.0,United Kingdom
979,14532.0,United Kingdom
980,17323.0,United Kingdom
981,13410.0,United Kingdom
982,14160.0,United Kingdom
983,13762.0,United Kingdom
984,18231.0,United Kingdom
985,12951.0,United Kingdom
986,13634.0,United Kingdom
987,17222.0,United Kingdom
988,18242.0,United Kingdom
989,17147.0,United Kingdom
990,17113.0,United Kingdom
991,13709.0,United Kingdom
992,17139.0,United Kingdom
993,18115.0,United Kingdom
994,17529.0,United Kingdom
995,12549.0,Usa
996,17740.0,United Kingdom
997,15549.0,United Kingdom
998,14984.0,United Kingdom
999,12406.0,Denmark
1000,17023.0,United Kingdom
1001,13433.0,United Kingdom
1002,15186.0,United Kingdom
1003,16841.0,United Kingdom
1004,17945.0,United Kingdom
1005,15002.0,United Kingdom
1006,12623.0,Germany
1007,13622.0,United Kingdom
1008,14225.0,United Kingdom
